;accessionNumber;filingDate;reportDate;acceptanceDateTime;act;form;fileNumber;filmNumber;items;size;isXBRL;isInlineXBRL;primaryDocument;primaryDocDescription
902;0001193125-15-278803;2015-08-05;2015-08-05;2015-08-05T16:48:00.000Z;34;8-K;001-34756;151029579;2.02,9.01;774018;0;0;d91160d8k.htm;FORM 8-K
903;0001494727-15-000007;2015-07-17;2015-07-15;2015-07-17T20:20:31.000Z;;4;;;;15977;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
904;0001494727-15-000005;2015-07-17;2015-07-15;2015-07-17T20:10:27.000Z;;4;;;;16713;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
905;0001193125-15-243538;2015-07-02;2015-07-02;2015-07-02T06:07:59.000Z;34;8-K;001-34756;15967198;2.02,7.01,9.01;16357;0;0;d79943d8k.htm;FORM 8-K
906;0001494731-15-000016;2015-06-22;2015-06-18;2015-06-22T21:43:23.000Z;;4;;;;7093;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
907;0001494731-15-000014;2015-06-22;2015-06-18;2015-06-22T21:41:02.000Z;;4;;;;5342;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
908;0001494731-15-000012;2015-06-22;2015-06-18;2015-06-22T21:38:56.000Z;;4;;;;5383;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
909;0001494731-15-000010;2015-06-22;2015-06-18;2015-06-22T21:37:31.000Z;;4;;;;5343;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
910;0001494731-15-000008;2015-06-22;2015-06-18;2015-06-22T21:35:24.000Z;;4;;;;7087;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
911;0001494731-15-000006;2015-06-22;2015-06-18;2015-06-22T21:33:35.000Z;;4;;;;7111;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
912;0001494727-15-000002;2015-06-17;2015-06-15;2015-06-17T18:56:08.000Z;;4;;;;16672;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
913;0001503210-15-000020;2015-06-16;2015-06-15;2015-06-16T21:38:30.000Z;;4;;;;15979;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
914;0001503210-15-000018;2015-06-16;2015-06-12;2015-06-16T21:29:45.000Z;;4;;;;7170;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
915;0001503210-15-000016;2015-06-16;2015-06-12;2015-06-16T21:26:53.000Z;;4;;;;13278;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
916;0001503210-15-000014;2015-06-16;2015-06-12;2015-06-16T21:24:43.000Z;;4;;;;13234;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
917;0001193125-15-222013;2015-06-12;2015-06-10;2015-06-12T17:24:10.000Z;34;8-K;001-34756;15929445;1.01,2.03,9.01;2118814;0;0;d942001d8k.htm;FORM 8-K
918;0001193125-15-219469;2015-06-10;2015-06-08;2015-06-10T17:21:57.000Z;34;8-K;001-34756;15924148;5.02,5.07,9.01;26794;0;0;d940590d8k.htm;8-K
919;0001193125-15-206829;2015-05-29;;2015-05-29T17:00:40.000Z;34;SD;001-34756;15900313;;95775;0;0;d933550dsd.htm;FORM SD
920;0001503210-15-000012;2015-05-18;2015-05-15;2015-05-18T20:14:20.000Z;;4;;;;22561;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
921;0001503210-15-000010;2015-05-18;2015-05-15;2015-05-18T20:07:13.000Z;;4;;;;15974;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
922;0001503210-15-000008;2015-05-13;2015-05-11;2015-05-13T21:38:59.000Z;;4;;;;13500;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
923;0001503210-15-000006;2015-05-13;2015-05-11;2015-05-13T21:36:25.000Z;;4;;;;15437;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
924;0001564590-15-003789;2015-05-11;2015-03-31;2015-05-08T18:43:11.000Z;34;10-Q;001-34756;15848261;;8024630;1;0;tsla-10q_20150331.htm;10-Q
925;0001193125-15-174639;2015-05-06;2015-05-06;2015-05-06T16:32:41.000Z;34;8-K;001-34756;15837449;2.02,9.01;1207353;0;0;d920831d8k.htm;FORM 8-K
926;0001494731-15-000004;2015-05-05;2015-05-01;2015-05-05T21:23:33.000Z;;4;;;;22600;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
927;9999999997-15-009979;2015-04-27;2014-12-31;2015-05-20T15:14:36.000Z;34;ARS;001-34756;15006515;;1301;0;0;9999999997-15-009979.paper;AUTO-GENERATED PAPER DOCUMENT
928;0001193125-15-142121;2015-04-22;;2015-04-22T16:59:01.000Z;34;DEFA14A;001-34756;15786205;;628400;0;0;d909317ddefa14a.htm;NOTICE & ACCESS
929;0001193125-15-142116;2015-04-22;2015-06-09;2015-04-22T16:56:40.000Z;34;DEF 14A;001-34756;15786186;;1325320;0;0;d909857ddef14a.htm;DEFINITIVE PROXY STATEMENT
930;0001494729-15-000003;2015-04-17;2015-04-15;2015-04-17T17:36:31.000Z;;4;;;;8483;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
931;0001193125-15-118602;2015-04-03;2015-04-03;2015-04-03T09:14:05.000Z;34;8-K;001-34756;15750273;2.02,7.01,9.01;17812;0;0;d901388d8k.htm;FORM 8-K
932;0001564590-15-001405;2015-03-06;2015-03-03;2015-03-06T17:01:03.000Z;34;8-K;001-34756;15682427;1.01,5.03,9.01;397171;0;0;tsla-8k_20150303.htm;8-K
933;0001494732-15-000004;2015-03-04;2015-03-02;2015-03-04T19:04:32.000Z;;4;;;;18197;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
934;0001503210-15-000004;2015-03-03;2015-02-27;2015-03-03T15:39:27.000Z;;4;;;;14811;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
935;0001564590-15-001031;2015-02-26;2014-12-31;2015-02-26T17:13:26.000Z;34;10-K;001-34756;15653676;;20199065;1;0;tsla-10k_20141231.htm;10-K
936;9999999997-15-001512;2015-02-24;;2015-02-24T16:08:44.000Z;34;CT ORDER;001-34756;15643558;20150224,20150224;14476;0;0;filename1.pdf;
937;0001503210-15-000002;2015-02-20;2015-02-18;2015-02-20T20:57:19.000Z;;4;;;;5543;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
938;0001193125-15-050342;2015-02-13;;2015-02-13T17:10:34.000Z;34;SC 13G/A;005-85943;15616153;;35687;0;0;d873648dsc13ga.htm;SC 13G/A
939;0000315066-15-002395;2015-02-13;;2015-02-13T10:36:47.000Z;34;SC 13G/A;005-85943;15610562;;9427;0;0;filing.txt;
940;0001104659-15-009922;2015-02-13;;2015-02-13T07:50:00.000Z;34;SC 13G;005-85943;15609059;;186205;0;0;a15-4233_30sc13g.htm;SC 13G
941;0001494731-15-000002;2015-02-11;2015-02-09;2015-02-11T21:24:29.000Z;;4;;;;12198;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
942;0001193125-15-044423;2015-02-11;2015-02-11;2015-02-11T17:29:04.000Z;34;8-K;001-34756;15600658;2.02,9.01;1063205;0;0;d853966d8k.htm;FORM 8-K
943;0000000000-15-005598;2015-01-30;;2015-01-30T15:45:06.000Z;;UPLOAD;;;;36383;0;0;filename1.pdf;
944;0001193125-15-017866;2015-01-22;;2015-01-22T21:35:38.000Z;;CORRESP;;;;53149;0;0;filename1.htm;
945;0001494732-14-000008;2014-12-24;2014-12-23;2014-12-24T15:26:00.000Z;;4;;;;6579;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
946;0000000000-14-065541;2014-12-18;;2014-12-18T15:52:57.000Z;;UPLOAD;;;;165567;0;0;filename1.pdf;
947;0001494731-14-000008;2014-11-10;2014-11-06;2014-11-10T20:45:41.000Z;;4;;;;18891;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
948;0001193125-14-403635;2014-11-07;2014-09-30;2014-11-07T17:08:23.000Z;34;10-Q;001-34756;141205790;;5111346;1;0;d812482d10q.htm;FORM 10-Q
949;0001193125-14-398650;2014-11-05;2014-11-05;2014-11-05T16:42:37.000Z;34;8-K;001-34756;141197472;2.02,9.01;857552;0;0;d815233d8k.htm;FORM 8-K
950;0001193125-14-363488;2014-10-03;2014-10-01;2014-10-03T17:06:55.000Z;34;8-K;001-34756;141140833;1.01;13270;0;0;d799721d8k.htm;FORM 8-K
951;0001494727-14-000006;2014-09-17;2014-09-16;2014-09-17T16:41:14.000Z;;4;;;;6888;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
952;0001494732-14-000006;2014-09-04;2014-09-02;2014-09-04T20:29:01.000Z;;4;;;;46515;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
953;0001494731-14-000006;2014-09-04;2014-09-02;2014-09-04T20:23:03.000Z;;4;;;;4464;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
954;0001288257-14-000039;2014-09-04;2014-09-02;2014-09-04T19:44:02.000Z;;4;;;;13349;0;0;xslF345X03/primary_doc.xml;PRIMARY DOCUMENT
955;0001209191-14-055901;2014-09-04;2014-09-02;2014-09-04T16:56:45.000Z;;4;;;;20904;0;0;xslF345X03/doc4.xml;FORM 4 SUBMISSION
956;0001494729-14-000004;2014-08-20;2014-08-18;2014-08-20T16:27:07.000Z;;4;;;;13905;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
957;0001494729-14-000002;2014-08-20;2014-08-11;2014-08-20T16:12:26.000Z;;3;;;;2712;0;0;xslF345X02/edgardoc.xml;PRIMARY DOCUMENT
958;0001193125-14-303274;2014-08-08;;2014-08-08T17:00:03.000Z;33;S-8;333-198002;141028133;;65497;0;0;d770176ds8.htm;FORM S-8
959;0001193125-14-303175;2014-08-08;2014-06-30;2014-08-08T16:23:33.000Z;34;10-Q;001-34756;141027754;;5065461;1;0;d766922d10q.htm;FORM 10-Q
960;0001494731-14-000004;2014-08-07;2014-08-05;2014-08-07T20:48:24.000Z;;4;;;;6745;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
961;0001288257-14-000027;2014-08-06;2014-08-04;2014-08-06T17:02:46.000Z;;4;;;;5199;0;0;xslF345X03/primary_doc.xml;PRIMARY DOCUMENT
962;0001193125-14-297582;2014-08-06;2014-08-04;2014-08-06T12:02:55.000Z;34;8-K;001-34756;141018871;5.02,9.01;19011;0;0;d772149d8k.htm;FORM 8-K
963;0001193125-14-290187;2014-08-01;2014-07-31;2014-07-31T19:28:07.000Z;34;8-K;001-34756;141007675;1.01,9.01;23646;0;0;d766490d8k.htm;FORM 8-K
964;0001193125-14-289598;2014-07-31;2014-07-31;2014-07-31T16:04:09.000Z;34;8-K;001-34756;141006283;2.02,9.01;829799;0;0;d764668d8k.htm;FORM 8-K
965;0001193125-14-228961;2014-06-06;2014-06-03;2014-06-06T17:20:36.000Z;34;8-K;001-34756;14897524;5.07;26195;0;0;d738939d8k.htm;FORM 8-K
966;0001495158-14-000016;2014-06-04;2014-06-02;2014-06-04T17:32:57.000Z;;4;;;;37056;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
967;0001495158-14-000014;2014-06-02;2014-05-29;2014-06-02T20:29:44.000Z;;4;;;;42741;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
968;0001193125-14-222060;2014-06-02;;2014-06-02T15:32:09.000Z;34;SD;001-34756;14883839;;37193;0;0;d733575dsd.htm;SD
969;0001495158-14-000011;2014-05-29;2014-05-27;2014-05-29T20:32:54.000Z;;4;;;;48942;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
970;0001495158-14-000009;2014-05-27;2014-05-22;2014-05-27T20:44:14.000Z;;4;;;;39146;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
971;0001495158-14-000007;2014-05-22;2014-05-21;2014-05-22T17:55:20.000Z;;4;;;;22065;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
972;0001495158-14-000005;2014-05-21;2014-05-19;2014-05-21T19:52:08.000Z;;4;;;;40220;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
973;0001495158-14-000002;2014-05-19;2014-05-15;2014-05-19T18:49:20.000Z;;4;;;;41283;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
974;0001193125-14-192606;2014-05-09;2014-03-31;2014-05-09T16:39:59.000Z;34;10-Q;001-34756;14829746;;5173275;1;0;d715897d10q.htm;FORM 10-Q
975;0001193125-14-187459;2014-05-07;2014-05-07;2014-05-07T16:11:09.000Z;34;8-K;001-34756;14821037;2.02,9.01;703800;0;0;d722173d8k.htm;FORM 8-K
976;0001494731-14-000002;2014-05-05;2014-05-01;2014-05-05T18:26:39.000Z;;4;;;;6910;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
977;9999999997-14-009820;2014-05-02;2013-12-31;2014-05-15T15:06:00.000Z;34;ARS;001-34756;14007218;;1301;0;0;9999999997-14-009820.paper;AUTO-GENERATED PAPER DOCUMENT
978;0001584531-14-000013;2014-04-30;2014-04-28;2014-04-30T19:30:21.000Z;;4;;;;8568;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
979;0001584531-14-000011;2014-04-30;2014-04-28;2014-04-30T19:27:30.000Z;;4;;;;8824;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
980;0001193125-14-157105;2014-04-24;;2014-04-24T16:08:08.000Z;34;DEFA14A;001-34756;14781840;;236004;0;0;d710311ddefa14a.htm;NOTICE & ACCESS
981;0001193125-14-157075;2014-04-24;2014-06-03;2014-04-24T16:02:14.000Z;34;DEF 14A;001-34756;14781744;;1058767;0;0;d710266ddef14a.htm;DEFINITIVE PROXY MATERIALS
982;9999999997-14-008575;2014-04-24;;2014-04-24T15:18:46.000Z;34;CT ORDER;001-34756;14781566;20140424,20140424;18670;0;0;filename1.pdf;
983;0001494732-14-000004;2014-04-21;2014-04-17;2014-04-21T17:17:12.000Z;;4/A;;;;5467;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
984;0001494732-14-000002;2014-04-21;2014-04-17;2014-04-21T16:19:55.000Z;;4;;;;16232;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
985;0001193125-14-129178;2014-04-03;2014-03-28;2014-04-03T11:32:03.000Z;34;8-K;001-34756;14740911;1.01,2.03,3.02,8.01,9.01;37796;0;0;d704122d8k.htm;8-K
986;0001494727-14-000004;2014-03-12;2014-03-10;2014-03-12T15:45:20.000Z;;4;;;;4638;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
987;0001193125-14-084484;2014-03-05;2014-02-27;2014-03-05T16:02:11.000Z;34;8-K;001-34756;14669224;1.01,2.03,3.02,8.01,9.01;1946847;0;0;d686051d8k.htm;8-K
988;0001193125-14-077288;2014-02-28;;2014-02-28T16:03:03.000Z;33;424B5;333-188625;14655285;;848069;0;0;d678614d424b5.htm;424B5
989;0001193125-14-074411;2014-02-28;;2014-02-28T06:10:05.000Z;34;FWP;333-188625;14651335;;94234;0;0;d683441dfwp.htm;FWP
990;0001193125-14-069779;2014-02-26;2014-02-26;2014-02-26T16:24:11.000Z;34;8-K;001-34756;14644887;7.01;12387;0;0;d685448d8k.htm;8-K
991;0001193125-14-069704;2014-02-26;2014-02-26;2014-02-26T16:07:07.000Z;34;8-K;001-34756;14644676;8.01,9.01;23248;0;0;d685452d8k.htm;8-K
992;0001193125-14-069693;2014-02-26;;2014-02-26T16:04:49.000Z;33;424B5;333-188625;14644628;;788018;0;0;d678614d424b5.htm;424B5
993;0001193125-14-069681;2014-02-26;2013-12-31;2014-02-26T16:02:51.000Z;34;10-K;001-34756;14644610;;10618517;1;0;d668062d10k.htm;10-K
994;0001193125-14-058778;2014-02-19;2014-02-19;2014-02-19T16:06:08.000Z;34;8-K;001-34756;14625711;2.02,9.01;565639;0;0;d676319d8k.htm;8-K
995;0001193125-14-054887;2014-02-14;;2014-02-14T16:28:08.000Z;34;SC 13G/A;005-85943;14617206;;35835;0;0;d675996dsc13ga.htm;SC 13G/A
996;0000315066-14-002537;2014-02-14;;2014-02-14T06:58:37.000Z;34;SC 13G/A;005-85943;14610216;;10241;0;0;filing.txt;
997;0001422848-14-000141;2014-02-13;;2014-02-12T21:49:19.000Z;34;SC 13G/A;005-85943;14602744;;8547;0;0;edgtsla.txt;SC 13G/A
998;0001494727-14-000002;2014-02-12;2014-02-10;2014-02-12T17:54:54.000Z;;4;;;;4413;0;0;xslF345X03/edgardoc.xml;PRIMARY DOCUMENT
999;0000000000-14-003985;2014-01-27;;2014-01-27T12:21:58.000Z;;UPLOAD;;;;36343;0;0;filename1.pdf;
